discourse_text,discourse_type
 but how will you be able to get to work faster if your job is many miles away? It surely will tire you out by then.,Rebuttal
"But I can certainly disagree and state that not only is transpotation through cars a great way to get around, but it's also entertaining.",Rebuttal
Lately people aren't feeling the whole waiting in traffic if theres an accident or just to much cars. ,Rebuttal
"but that will not happen since most people are not ready to make a commitment such as giving up your car. But if cars are not being purchased then they will stop being produced which can lead to a better economy since the government won't be spending billions on gas, diesel and such. ",Rebuttal
their are several other ways to get around without harming our enviornment. One option we should take into consideration is walking. A little excersise doesn't harm anyone so why is it that since we have cars no one really walks anymore. If the human population in 1812 walked so can we.,Rebuttal
but that isn't always a good thing ,Rebuttal
"if you take a car you are going to be mor at risk of an accident, you're going to be polluting the air, and you'll only be stressing yourself out in the process.",Rebuttal
but in between those two points theres alot of bad things that come with it ,Rebuttal
"but there are other means of transportaion including bikes, buses, subways and monorails. Think of the disadvantages to excessive car use, high pollution, expensive expenses such as gasoline and maintence of the car. Limited car use would remove all these burdens.    ",Rebuttal
"Riding a bike may take twenty minutes more, but think of all of the benefits in the long run.",Rebuttal
"There right, but it would be better for the world and ourself if we could reduce the usage of cars not just in our cities but all over the world.",Rebuttal
in the long run it benefits all of the community. ,Rebuttal
However the gas price keeps going up. All the money you spend on your car bill. Use it for taking you family to eat or the one year family trip.,Rebuttal
but then guess what then people will be late to jobs and will be cold in whinter then guess what you all state or country will go to compleate crap all because you want to be a healty apple in the world.,Rebuttal
